question,answer
"I have these symptoms: knee pain, neck pain, joint pain, swelling joints, hip joint pain, and painful walking. What do I have?",Osteoarthristis
"I am experiencing swelling joints, muscle weakness, stiff neck, painful walking, and movement stiffness. What condition does this match?",Arthritis
"I have these symptoms: loss of balance, vomiting, nausea, spinning movements, headache, and unsteadiness. What do I have?",(vertigo) Paroymsal  Positional Vertigo
"I have these symptoms: blackheads, scurring, pus filled pimples, and skin rash. What do I have?",Acne
"I have these symptoms: foul smell of urine, bladder discomfort, burning micturition, and continuous feel of urine. What do I have?",Urinary tract infection
"My symptoms are inflammatory nails, small dents in nails, joint pain, skin rash, silver like dusting, and skin peeling. What could this be?",Psoriasis
"My symptoms are skin rash, red sore around nose, yellow crust ooze, high fever, and blister. What could this be?",Impetigo
"My symptoms are dischromic  patches, itching, skin rash, and nodal skin eruptions. What could this be?",Fungal infection
"I am experiencing chills, watering from eyes, continuous sneezing, and shivering. What condition does this match?",Allergy
"I have these symptoms: stomach pain, acidity, cough, chest pain, vomiting, and ulcers on tongue. What do I have?",GERD
"I am experiencing abdominal pain, vomiting, yellowing of eyes, nausea, itching, yellowish skin, and loss of appetite. What condition does this match?",Chronic cholestasis
"My symptoms are spotting  urination, itching, burning micturition, skin rash, and stomach pain. What could this be?",Drug Reaction
"My symptoms are abdominal pain, internal itching, loss of appetite, indigestion, passage of gases, and vomiting. What could this be?",Peptic ulcer diseae
"I am experiencing high fever, patches in throat, extra marital contacts, and muscle wasting. What condition does this match?",AIDS
"I am experiencing lethargy, weight loss, excessive hunger, polyuria, irregular sugar level, blurred and distorted vision, fatigue, increased appetite, restlessness, and obesity. What condition does this match?",Diabetes 
"I have these symptoms: vomiting, diarrhoea, sunken eyes, and dehydration. What do I have?",Gastroenteritis
"My symptoms are breathlessness, fatigue, high fever, cough, family history, and mucoid sputum. What could this be?",Bronchial Asthma
"My symptoms are loss of balance, dizziness, lack of concentration, chest pain, and headache. What could this be?",Hypertension 
"My symptoms are excessive hunger, headache, depression, acidity, indigestion, visual disturbances, stiff neck, blurred and distorted vision, and irritability. What could this be?",Migraine
"My symptoms are weakness in limbs, loss of balance, back pain, neck pain, and dizziness. What could this be?",Cervical spondylosis
"I am experiencing vomiting, headache, weakness of one body side, and altered sensorium. What condition does this match?",Paralysis (brain hemorrhage)
"I have these symptoms: weight loss, high fever, fatigue, abdominal pain, vomiting, yellowish skin, itching, and dark urine. What do I have?",Jaundice
"I have these symptoms: muscle pain, diarrhoea, chills, nausea, high fever, vomiting, sweating, and headache. What do I have?",Malaria
"My symptoms are headache, itching, skin rash, mild fever, lethargy, high fever, fatigue, malaise, swelled lymph nodes, loss of appetite, and red spots over body. What could this be?",Chicken pox
"I have these symptoms: red spots over body, nausea, back pain, high fever, chills, muscle pain, skin rash, malaise, loss of appetite, joint pain, vomiting, headache, pain behind the eyes, and fatigue. What do I have?",Dengue
"I have these symptoms: fatigue, belly pain, nausea, toxic look (typhos), constipation, high fever, vomiting, chills, abdominal pain, diarrhoea, and headache. What do I have?",Typhoid
"My symptoms are yellowing of eyes, mild fever, muscle pain, yellowish skin, loss of appetite, vomiting, dark urine, joint pain, diarrhoea, nausea, and abdominal pain. What could this be?",hepatitis A
"My symptoms are malaise, itching, yellowish skin, receiving unsterile injections, fatigue, receiving blood transfusion, yellowing of eyes, dark urine, loss of appetite, lethargy, yellow urine, and abdominal pain. What could this be?",Hepatitis B
"I have these symptoms: yellowing of eyes, nausea, fatigue, family history, loss of appetite, and yellowish skin. What do I have?",Hepatitis C
"My symptoms are joint pain, yellowing of eyes, loss of appetite, dark urine, abdominal pain, fatigue, nausea, yellowish skin, and vomiting. What could this be?",Hepatitis D
"I have these symptoms: joint pain, loss of appetite, coma, stomach bleeding, nausea, acute liver failure, high fever, yellowish skin, abdominal pain, fatigue, dark urine, yellowing of eyes, and vomiting. What do I have?",Hepatitis E
"I have these symptoms: yellowish skin, distention of abdomen, abdominal pain, vomiting, swelling of stomach, fluid overload.1, and history of alcohol consumption. What do I have?",Alcoholic hepatitis
"I am experiencing chills, sweating, vomiting, malaise, weight loss, fatigue, breathlessness, swelled lymph nodes, mild fever, phlegm, cough, high fever, yellowing of eyes, loss of appetite, blood in sputum, and chest pain. What condition does this match?",Tuberculosis
"I am experiencing sinus pressure, swelled lymph nodes, chills, chest pain, throat irritation, phlegm, runny nose, cough, muscle pain, congestion, fatigue, loss of smell, malaise, high fever, redness of eyes, continuous sneezing, and headache. What condition does this match?",Common Cold
"My symptoms are cough, fatigue, fast heart rate, phlegm, sweating, rusty sputum, malaise, chest pain, chills, high fever, and breathlessness. What could this be?",Pneumonia
"I have these symptoms: pain in anal region, constipation, irritation in anus, pain during bowel movements, and bloody stool. What do I have?",Dimorphic hemmorhoids(piles)
"I have these symptoms: chest pain, vomiting, breathlessness, and sweating. What do I have?",Heart attack
"My symptoms are swollen blood vessels, fatigue, bruising, swollen legs, prominent veins on calf, obesity, and cramps. What could this be?",Varicose veins
"I have these symptoms: fatigue, depression, enlarged thyroid, irritability, brittle nails, puffy face and eyes, cold hands and feets, mood swings, dizziness, swollen extremeties, weight gain, abnormal menstruation, and lethargy. What do I have?",Hypothyroidism
"I have these symptoms: restlessness, fatigue, mood swings, muscle weakness, excessive hunger, weight loss, diarrhoea, irritability, sweating, fast heart rate, and abnormal menstruation. What do I have?",Hyperthyroidism
"My symptoms are anxiety, drying and tingling lips, vomiting, irritability, slurred speech, excessive hunger, headache, blurred and distorted vision, sweating, palpitations, nausea, and fatigue. What could this be?",Hypoglycemia
"I have these symptoms: swelling joints, neck pain, joint pain, knee pain, painful walking, and hip joint pain. What do I have?",Osteoarthristis
"I have these symptoms: muscle weakness, painful walking, movement stiffness, stiff neck, and swelling joints. What do I have?",Arthritis
"My symptoms are unsteadiness, loss of balance, spinning movements, vomiting, headache, and nausea. What could this be?",(vertigo) Paroymsal  Positional Vertigo
"My symptoms are scurring, blackheads, skin rash, and pus filled pimples. What could this be?",Acne
"My symptoms are continuous feel of urine, bladder discomfort, burning micturition, and foul smell of urine. What could this be?",Urinary tract infection
"I am experiencing joint pain, skin peeling, small dents in nails, silver like dusting, inflammatory nails, and skin rash. What condition does this match?",Psoriasis
"My symptoms are blister, red sore around nose, high fever, skin rash, and yellow crust ooze. What could this be?",Impetigo
"My symptoms are dischromic  patches, skin rash, itching, and nodal skin eruptions. What could this be?",Fungal infection
"I have these symptoms: continuous sneezing, chills, watering from eyes, and shivering. What do I have?",Allergy
"My symptoms are stomach pain, cough, ulcers on tongue, chest pain, acidity, and vomiting. What could this be?",GERD
"My symptoms are itching, yellowing of eyes, vomiting, abdominal pain, loss of appetite, yellowish skin, and nausea. What could this be?",Chronic cholestasis
"I am experiencing spotting  urination, stomach pain, itching, burning micturition, and skin rash. What condition does this match?",Drug Reaction
"I have these symptoms: loss of appetite, passage of gases, vomiting, internal itching, indigestion, and abdominal pain. What do I have?",Peptic ulcer diseae
"I am experiencing high fever, extra marital contacts, patches in throat, and muscle wasting. What condition does this match?",AIDS
"I have these symptoms: polyuria, fatigue, blurred and distorted vision, excessive hunger, lethargy, increased appetite, restlessness, obesity, weight loss, and irregular sugar level. What do I have?",Diabetes 
"My symptoms are dehydration, sunken eyes, diarrhoea, and vomiting. What could this be?",Gastroenteritis
"I have these symptoms: mucoid sputum, high fever, breathlessness, fatigue, cough, and family history. What do I have?",Bronchial Asthma
"I have these symptoms: dizziness, headache, lack of concentration, loss of balance, and chest pain. What do I have?",Hypertension 
"I have these symptoms: blurred and distorted vision, headache, acidity, indigestion, excessive hunger, depression, visual disturbances, irritability, and stiff neck. What do I have?",Migraine
"My symptoms are back pain, neck pain, dizziness, weakness in limbs, and loss of balance. What could this be?",Cervical spondylosis
"I am experiencing altered sensorium, weakness of one body side, headache, and vomiting. What condition does this match?",Paralysis (brain hemorrhage)
"I am experiencing yellowish skin, vomiting, high fever, abdominal pain, fatigue, weight loss, itching, and dark urine. What condition does this match?",Jaundice
"I am experiencing diarrhoea, sweating, vomiting, muscle pain, chills, high fever, nausea, and headache. What condition does this match?",Malaria
"I am experiencing itching, red spots over body, loss of appetite, fatigue, lethargy, headache, swelled lymph nodes, skin rash, mild fever, malaise, and high fever. What condition does this match?",Chicken pox
"I have these symptoms: skin rash, fatigue, headache, high fever, chills, back pain, malaise, pain behind the eyes, loss of appetite, muscle pain, red spots over body, nausea, joint pain, and vomiting. What do I have?",Dengue
"I am experiencing constipation, vomiting, high fever, chills, fatigue, diarrhoea, headache, belly pain, nausea, abdominal pain, and toxic look (typhos). What condition does this match?",Typhoid
"My symptoms are dark urine, joint pain, abdominal pain, diarrhoea, nausea, mild fever, yellowish skin, loss of appetite, yellowing of eyes, vomiting, and muscle pain. What could this be?",hepatitis A
"I am experiencing fatigue, abdominal pain, loss of appetite, lethargy, yellow urine, itching, dark urine, yellowish skin, receiving blood transfusion, yellowing of eyes, malaise, and receiving unsterile injections. What condition does this match?",Hepatitis B
"I have these symptoms: loss of appetite, fatigue, yellowing of eyes, family history, yellowish skin, and nausea. What do I have?",Hepatitis C
"I have these symptoms: fatigue, abdominal pain, dark urine, joint pain, yellowish skin, nausea, vomiting, loss of appetite, and yellowing of eyes. What do I have?",Hepatitis D
"I am experiencing joint pain, acute liver failure, abdominal pain, loss of appetite, fatigue, vomiting, yellowish skin, nausea, coma, high fever, dark urine, yellowing of eyes, and stomach bleeding. What condition does this match?",Hepatitis E
"I have these symptoms: abdominal pain, yellowish skin, swelling of stomach, fluid overload.1, history of alcohol consumption, vomiting, and distention of abdomen. What do I have?",Alcoholic hepatitis
"I am experiencing chills, high fever, vomiting, fatigue, malaise, weight loss, mild fever, sweating, phlegm, breathlessness, loss of appetite, blood in sputum, cough, swelled lymph nodes, chest pain, and yellowing of eyes. What condition does this match?",Tuberculosis
"I have these symptoms: runny nose, continuous sneezing, phlegm, sinus pressure, cough, chest pain, high fever, throat irritation, malaise, chills, swelled lymph nodes, loss of smell, muscle pain, fatigue, congestion, headache, and redness of eyes. What do I have?",Common Cold
"I have these symptoms: phlegm, cough, chest pain, breathlessness, sweating, chills, fatigue, rusty sputum, fast heart rate, high fever, and malaise. What do I have?",Pneumonia
"I have these symptoms: bloody stool, constipation, pain during bowel movements, irritation in anus, and pain in anal region. What do I have?",Dimorphic hemmorhoids(piles)
"I am experiencing chest pain, vomiting, breathlessness, and sweating. What condition does this match?",Heart attack
"My symptoms are fatigue, cramps, swollen legs, prominent veins on calf, bruising, swollen blood vessels, and obesity. What could this be?",Varicose veins
"My symptoms are irritability, swollen extremeties, brittle nails, dizziness, abnormal menstruation, puffy face and eyes, mood swings, fatigue, weight gain, cold hands and feets, depression, lethargy, and enlarged thyroid. What could this be?",Hypothyroidism
"I am experiencing abnormal menstruation, weight loss, irritability, fast heart rate, restlessness, mood swings, muscle weakness, excessive hunger, fatigue, diarrhoea, and sweating. What condition does this match?",Hyperthyroidism
"My symptoms are headache, fatigue, blurred and distorted vision, nausea, palpitations, drying and tingling lips, anxiety, irritability, slurred speech, excessive hunger, sweating, and vomiting. What could this be?",Hypoglycemia
"I am experiencing painful walking, hip joint pain, joint pain, neck pain, knee pain, and swelling joints. What condition does this match?",Osteoarthristis
"I am experiencing painful walking, movement stiffness, muscle weakness, stiff neck, and swelling joints. What condition does this match?",Arthritis
"I have these symptoms: loss of balance, nausea, spinning movements, unsteadiness, vomiting, and headache. What do I have?",(vertigo) Paroymsal  Positional Vertigo
"My symptoms are skin rash, pus filled pimples, blackheads, and scurring. What could this be?",Acne
"I have these symptoms: continuous feel of urine, burning micturition, foul smell of urine, and bladder discomfort. What do I have?",Urinary tract infection
"My symptoms are small dents in nails, inflammatory nails, skin peeling, joint pain, silver like dusting, and skin rash. What could this be?",Psoriasis
"My symptoms are skin rash, blister, high fever, yellow crust ooze, and red sore around nose. What could this be?",Impetigo
"My symptoms are nodal skin eruptions, skin rash, dischromic  patches, and itching. What could this be?",Fungal infection
"My symptoms are continuous sneezing, watering from eyes, shivering, and chills. What could this be?",Allergy
"I am experiencing chest pain, ulcers on tongue, stomach pain, cough, acidity, and vomiting. What condition does this match?",GERD
"My symptoms are yellowish skin, loss of appetite, abdominal pain, nausea, yellowing of eyes, itching, and vomiting. What could this be?",Chronic cholestasis
"My symptoms are stomach pain, spotting  urination, itching, burning micturition, and skin rash. What could this be?",Drug Reaction
"My symptoms are loss of appetite, internal itching, abdominal pain, passage of gases, indigestion, and vomiting. What could this be?",Peptic ulcer diseae
"I am experiencing patches in throat, extra marital contacts, high fever, and muscle wasting. What condition does this match?",AIDS
"I have these symptoms: lethargy, polyuria, increased appetite, excessive hunger, obesity, weight loss, restlessness, blurred and distorted vision, irregular sugar level, and fatigue. What do I have?",Diabetes 
"I have these symptoms: diarrhoea, dehydration, vomiting, and sunken eyes. What do I have?",Gastroenteritis
"I am experiencing cough, breathlessness, mucoid sputum, high fever, fatigue, and family history. What condition does this match?",Bronchial Asthma
"I have these symptoms: lack of concentration, chest pain, dizziness, headache, and loss of balance. What do I have?",Hypertension 
"I have these symptoms: depression, excessive hunger, irritability, stiff neck, indigestion, headache, blurred and distorted vision, visual disturbances, and acidity. What do I have?",Migraine
"My symptoms are neck pain, weakness in limbs, dizziness, back pain, and loss of balance. What could this be?",Cervical spondylosis
"My symptoms are weakness of one body side, headache, altered sensorium, and vomiting. What could this be?",Paralysis (brain hemorrhage)
"I have these symptoms: abdominal pain, high fever, vomiting, dark urine, weight loss, itching, fatigue, and yellowish skin. What do I have?",Jaundice
"I have these symptoms: nausea, muscle pain, high fever, diarrhoea, chills, vomiting, sweating, and headache. What do I have?",Malaria
"My symptoms are fatigue, mild fever, skin rash, high fever, malaise, swelled lymph nodes, itching, headache, lethargy, loss of appetite, and red spots over body. What could this be?",Chicken pox
"I have these symptoms: red spots over body, back pain, skin rash, nausea, chills, loss of appetite, fatigue, high fever, joint pain, pain behind the eyes, malaise, vomiting, headache, and muscle pain. What do I have?",Dengue
"I have these symptoms: abdominal pain, vomiting, belly pain, high fever, chills, nausea, fatigue, headache, constipation, diarrhoea, and toxic look (typhos). What do I have?",Typhoid
"I am experiencing abdominal pain, diarrhoea, vomiting, joint pain, yellowing of eyes, nausea, yellowish skin, mild fever, loss of appetite, dark urine, and muscle pain. What condition does this match?",hepatitis A
"My symptoms are receiving unsterile injections, yellow urine, yellowish skin, dark urine, yellowing of eyes, loss of appetite, fatigue, itching, malaise, abdominal pain, lethargy, and receiving blood transfusion. What could this be?",Hepatitis B
"I have these symptoms: yellowing of eyes, nausea, family history, loss of appetite, yellowish skin, and fatigue. What do I have?",Hepatitis C
"I have these symptoms: yellowish skin, dark urine, nausea, yellowing of eyes, vomiting, abdominal pain, joint pain, loss of appetite, and fatigue. What do I have?",Hepatitis D
"I have these symptoms: fatigue, yellowing of eyes, stomach bleeding, high fever, yellowish skin, coma, nausea, acute liver failure, joint pain, dark urine, loss of appetite, abdominal pain, and vomiting. What do I have?",Hepatitis E
"I have these symptoms: yellowish skin, vomiting, distention of abdomen, abdominal pain, fluid overload.1, swelling of stomach, and history of alcohol consumption. What do I have?",Alcoholic hepatitis
"I am experiencing cough, weight loss, yellowing of eyes, swelled lymph nodes, breathlessness, fatigue, chest pain, mild fever, loss of appetite, chills, sweating, blood in sputum, vomiting, phlegm, high fever, and malaise. What condition does this match?",Tuberculosis
"I am experiencing loss of smell, congestion, cough, high fever, continuous sneezing, headache, muscle pain, phlegm, sinus pressure, throat irritation, chest pain, redness of eyes, chills, swelled lymph nodes, fatigue, runny nose, and malaise. What condition does this match?",Common Cold
"My symptoms are fatigue, fast heart rate, cough, chest pain, phlegm, rusty sputum, high fever, breathlessness, chills, sweating, and malaise. What could this be?",Pneumonia
"My symptoms are constipation, bloody stool, pain in anal region, pain during bowel movements, and irritation in anus. What could this be?",Dimorphic hemmorhoids(piles)
"I have these symptoms: sweating, vomiting, breathlessness, and chest pain. What do I have?",Heart attack
"I have these symptoms: prominent veins on calf, swollen legs, fatigue, obesity, swollen blood vessels, cramps, and bruising. What do I have?",Varicose veins
"I am experiencing cold hands and feets, swollen extremeties, depression, irritability, weight gain, brittle nails, enlarged thyroid, abnormal menstruation, fatigue, dizziness, mood swings, puffy face and eyes, and lethargy. What condition does this match?",Hypothyroidism
"I have these symptoms: mood swings, muscle weakness, fatigue, excessive hunger, fast heart rate, abnormal menstruation, restlessness, diarrhoea, irritability, weight loss, and sweating. What do I have?",Hyperthyroidism
"My symptoms are drying and tingling lips, blurred and distorted vision, anxiety, excessive hunger, slurred speech, nausea, headache, vomiting, fatigue, irritability, sweating, and palpitations. What could this be?",Hypoglycemia
"I am experiencing knee pain, hip joint pain, joint pain, painful walking, neck pain, and swelling joints. What condition does this match?",Osteoarthristis
"I have these symptoms: movement stiffness, painful walking, muscle weakness, stiff neck, and swelling joints. What do I have?",Arthritis
"I am experiencing spinning movements, loss of balance, nausea, unsteadiness, headache, and vomiting. What condition does this match?",(vertigo) Paroymsal  Positional Vertigo
"I have these symptoms: blackheads, skin rash, scurring, and pus filled pimples. What do I have?",Acne
"I have these symptoms: foul smell of urine, burning micturition, continuous feel of urine, and bladder discomfort. What do I have?",Urinary tract infection
"My symptoms are skin peeling, silver like dusting, inflammatory nails, joint pain, skin rash, and small dents in nails. What could this be?",Psoriasis
"My symptoms are red sore around nose, high fever, skin rash, yellow crust ooze, and blister. What could this be?",Impetigo
"I am experiencing skin rash, itching, dischromic  patches, and nodal skin eruptions. What condition does this match?",Fungal infection
"My symptoms are chills, watering from eyes, shivering, and continuous sneezing. What could this be?",Allergy
"I have these symptoms: ulcers on tongue, vomiting, chest pain, stomach pain, acidity, and cough. What do I have?",GERD
"My symptoms are yellowing of eyes, vomiting, nausea, loss of appetite, itching, yellowish skin, and abdominal pain. What could this be?",Chronic cholestasis
"I am experiencing skin rash, stomach pain, itching, spotting  urination, and burning micturition. What condition does this match?",Drug Reaction
"My symptoms are indigestion, internal itching, passage of gases, vomiting, loss of appetite, and abdominal pain. What could this be?",Peptic ulcer diseae
"I have these symptoms: patches in throat, high fever, muscle wasting, and extra marital contacts. What do I have?",AIDS
"I have these symptoms: obesity, lethargy, excessive hunger, irregular sugar level, fatigue, restlessness, polyuria, blurred and distorted vision, increased appetite, and weight loss. What do I have?",Diabetes 
"My symptoms are vomiting, diarrhoea, dehydration, and sunken eyes. What could this be?",Gastroenteritis
"I am experiencing family history, fatigue, mucoid sputum, cough, high fever, and breathlessness. What condition does this match?",Bronchial Asthma
"I have these symptoms: chest pain, dizziness, lack of concentration, headache, and loss of balance. What do I have?",Hypertension 
"I am experiencing irritability, excessive hunger, acidity, indigestion, depression, stiff neck, headache, blurred and distorted vision, and visual disturbances. What condition does this match?",Migraine
"I am experiencing neck pain, loss of balance, weakness in limbs, back pain, and dizziness. What condition does this match?",Cervical spondylosis
"I have these symptoms: vomiting, weakness of one body side, altered sensorium, and headache. What do I have?",Paralysis (brain hemorrhage)
"I am experiencing itching, high fever, abdominal pain, weight loss, fatigue, vomiting, dark urine, and yellowish skin. What condition does this match?",Jaundice
"My symptoms are vomiting, diarrhoea, muscle pain, headache, high fever, chills, nausea, and sweating. What could this be?",Malaria
"I am experiencing lethargy, headache, mild fever, swelled lymph nodes, skin rash, itching, high fever, red spots over body, malaise, loss of appetite, and fatigue. What condition does this match?",Chicken pox
"My symptoms are red spots over body, fatigue, skin rash, headache, malaise, joint pain, pain behind the eyes, nausea, vomiting, muscle pain, back pain, chills, high fever, and loss of appetite. What could this be?",Dengue
"I am experiencing headache, fatigue, belly pain, nausea, vomiting, diarrhoea, chills, toxic look (typhos), abdominal pain, constipation, and high fever. What condition does this match?",Typhoid
"I have these symptoms: yellowing of eyes, dark urine, nausea, yellowish skin, muscle pain, mild fever, loss of appetite, vomiting, joint pain, diarrhoea, and abdominal pain. What do I have?",hepatitis A
"I have these symptoms: receiving unsterile injections, loss of appetite, yellowing of eyes, yellowish skin, abdominal pain, itching, malaise, receiving blood transfusion, dark urine, yellow urine, fatigue, and lethargy. What do I have?",Hepatitis B
"My symptoms are family history, yellowish skin, loss of appetite, fatigue, yellowing of eyes, and nausea. What could this be?",Hepatitis C
"My symptoms are dark urine, yellowish skin, nausea, yellowing of eyes, abdominal pain, vomiting, loss of appetite, fatigue, and joint pain. What could this be?",Hepatitis D
"I have these symptoms: joint pain, loss of appetite, vomiting, dark urine, fatigue, nausea, abdominal pain, acute liver failure, coma, yellowish skin, stomach bleeding, yellowing of eyes, and high fever. What do I have?",Hepatitis E
"I have these symptoms: history of alcohol consumption, abdominal pain, yellowish skin, distention of abdomen, fluid overload.1, swelling of stomach, and vomiting. What do I have?",Alcoholic hepatitis
"I have these symptoms: swelled lymph nodes, breathlessness, phlegm, vomiting, fatigue, chills, blood in sputum, malaise, weight loss, yellowing of eyes, mild fever, chest pain, cough, loss of appetite, sweating, and high fever. What do I have?",Tuberculosis
"I am experiencing muscle pain, fatigue, chills, chest pain, phlegm, redness of eyes, runny nose, sinus pressure, headache, swelled lymph nodes, high fever, congestion, loss of smell, malaise, throat irritation, cough, and continuous sneezing. What condition does this match?",Common Cold
"I am experiencing phlegm, breathlessness, malaise, rusty sputum, high fever, chest pain, fast heart rate, sweating, cough, fatigue, and chills. What condition does this match?",Pneumonia
"I am experiencing pain in anal region, irritation in anus, bloody stool, pain during bowel movements, and constipation. What condition does this match?",Dimorphic hemmorhoids(piles)
"My symptoms are breathlessness, vomiting, sweating, and chest pain. What could this be?",Heart attack
"My symptoms are swollen blood vessels, obesity, bruising, cramps, fatigue, swollen legs, and prominent veins on calf. What could this be?",Varicose veins
"My symptoms are dizziness, fatigue, brittle nails, weight gain, depression, mood swings, lethargy, irritability, abnormal menstruation, swollen extremeties, puffy face and eyes, enlarged thyroid, and cold hands and feets. What could this be?",Hypothyroidism
"My symptoms are fast heart rate, diarrhoea, sweating, mood swings, abnormal menstruation, fatigue, weight loss, irritability, restlessness, muscle weakness, and excessive hunger. What could this be?",Hyperthyroidism
"I have these symptoms: sweating, palpitations, excessive hunger, slurred speech, irritability, vomiting, fatigue, drying and tingling lips, anxiety, headache, nausea, and blurred and distorted vision. What do I have?",Hypoglycemia
"I have these symptoms: neck pain, painful walking, swelling joints, knee pain, hip joint pain, and joint pain. What do I have?",Osteoarthristis
"I am experiencing movement stiffness, painful walking, muscle weakness, stiff neck, and swelling joints. What condition does this match?",Arthritis
"I am experiencing loss of balance, unsteadiness, vomiting, spinning movements, headache, and nausea. What condition does this match?",(vertigo) Paroymsal  Positional Vertigo
"I am experiencing blackheads, scurring, pus filled pimples, and skin rash. What condition does this match?",Acne
"I have these symptoms: bladder discomfort, continuous feel of urine, foul smell of urine, and burning micturition. What do I have?",Urinary tract infection
"My symptoms are small dents in nails, skin peeling, inflammatory nails, silver like dusting, joint pain, and skin rash. What could this be?",Psoriasis
"My symptoms are yellow crust ooze, high fever, blister, skin rash, and red sore around nose. What could this be?",Impetigo
"My symptoms are itching, skin rash, nodal skin eruptions, and dischromic  patches. What could this be?",Fungal infection
"My symptoms are watering from eyes, continuous sneezing, chills, and shivering. What could this be?",Allergy
"My symptoms are ulcers on tongue, vomiting, acidity, cough, chest pain, and stomach pain. What could this be?",GERD
"I am experiencing itching, vomiting, yellowing of eyes, nausea, yellowish skin, abdominal pain, and loss of appetite. What condition does this match?",Chronic cholestasis
"I am experiencing itching, stomach pain, spotting  urination, skin rash, and burning micturition. What condition does this match?",Drug Reaction
"I have these symptoms: indigestion, vomiting, loss of appetite, internal itching, passage of gases, and abdominal pain. What do I have?",Peptic ulcer diseae
"I am experiencing patches in throat, high fever, muscle wasting, and extra marital contacts. What condition does this match?",AIDS
"I have these symptoms: polyuria, blurred and distorted vision, fatigue, lethargy, obesity, restlessness, increased appetite, weight loss, irregular sugar level, and excessive hunger. What do I have?",Diabetes 
"I am experiencing diarrhoea, vomiting, sunken eyes, and dehydration. What condition does this match?",Gastroenteritis
"I have these symptoms: high fever, fatigue, cough, breathlessness, mucoid sputum, and family history. What do I have?",Bronchial Asthma
"I have these symptoms: lack of concentration, loss of balance, dizziness, chest pain, and headache. What do I have?",Hypertension 
"I have these symptoms: stiff neck, indigestion, depression, acidity, blurred and distorted vision, visual disturbances, excessive hunger, headache, and irritability. What do I have?",Migraine
"My symptoms are loss of balance, dizziness, back pain, weakness in limbs, and neck pain. What could this be?",Cervical spondylosis
"I have these symptoms: vomiting, headache, altered sensorium, and weakness of one body side. What do I have?",Paralysis (brain hemorrhage)
"I am experiencing fatigue, high fever, abdominal pain, itching, yellowish skin, dark urine, vomiting, and weight loss. What condition does this match?",Jaundice
"I am experiencing high fever, chills, headache, nausea, sweating, vomiting, diarrhoea, and muscle pain. What condition does this match?",Malaria
"My symptoms are fatigue, skin rash, headache, malaise, itching, lethargy, high fever, mild fever, loss of appetite, swelled lymph nodes, and red spots over body. What could this be?",Chicken pox
"I have these symptoms: vomiting, headache, red spots over body, chills, nausea, back pain, joint pain, pain behind the eyes, loss of appetite, high fever, malaise, fatigue, muscle pain, and skin rash. What do I have?",Dengue
"I have these symptoms: nausea, toxic look (typhos), constipation, chills, abdominal pain, high fever, diarrhoea, fatigue, headache, vomiting, and belly pain. What do I have?",Typhoid
"My symptoms are joint pain, yellowing of eyes, nausea, diarrhoea, vomiting, yellowish skin, dark urine, muscle pain, loss of appetite, abdominal pain, and mild fever. What could this be?",hepatitis A
"My symptoms are yellowish skin, fatigue, receiving blood transfusion, yellowing of eyes, loss of appetite, yellow urine, malaise, abdominal pain, receiving unsterile injections, dark urine, lethargy, and itching. What could this be?",Hepatitis B
"I have these symptoms: fatigue, family history, yellowish skin, loss of appetite, nausea, and yellowing of eyes. What do I have?",Hepatitis C
"I am experiencing loss of appetite, nausea, dark urine, yellowish skin, fatigue, vomiting, yellowing of eyes, joint pain, and abdominal pain. What condition does this match?",Hepatitis D
"I am experiencing joint pain, acute liver failure, nausea, loss of appetite, high fever, fatigue, stomach bleeding, vomiting, yellowing of eyes, coma, abdominal pain, yellowish skin, and dark urine. What condition does this match?",Hepatitis E
"I have these symptoms: history of alcohol consumption, distention of abdomen, vomiting, fluid overload.1, yellowish skin, swelling of stomach, and abdominal pain. What do I have?",Alcoholic hepatitis
"My symptoms are blood in sputum, fatigue, high fever, swelled lymph nodes, weight loss, chills, chest pain, malaise, mild fever, loss of appetite, cough, sweating, yellowing of eyes, vomiting, phlegm, and breathlessness. What could this be?",Tuberculosis
"My symptoms are congestion, phlegm, continuous sneezing, sinus pressure, cough, throat irritation, high fever, chest pain, chills, malaise, redness of eyes, swelled lymph nodes, headache, runny nose, muscle pain, fatigue, and loss of smell. What could this be?",Common Cold
"My symptoms are fatigue, fast heart rate, chest pain, sweating, phlegm, cough, malaise, breathlessness, chills, rusty sputum, and high fever. What could this be?",Pneumonia
"My symptoms are constipation, irritation in anus, bloody stool, pain in anal region, and pain during bowel movements. What could this be?",Dimorphic hemmorhoids(piles)
"I am experiencing breathlessness, sweating, vomiting, and chest pain. What condition does this match?",Heart attack
"I have these symptoms: cramps, fatigue, prominent veins on calf, swollen blood vessels, obesity, swollen legs, and bruising. What do I have?",Varicose veins
"I am experiencing weight gain, lethargy, swollen extremeties, depression, cold hands and feets, irritability, dizziness, enlarged thyroid, puffy face and eyes, abnormal menstruation, mood swings, brittle nails, and fatigue. What condition does this match?",Hypothyroidism
"I am experiencing mood swings, excessive hunger, weight loss, abnormal menstruation, fast heart rate, restlessness, sweating, irritability, diarrhoea, fatigue, and muscle weakness. What condition does this match?",Hyperthyroidism
"I am experiencing palpitations, fatigue, slurred speech, sweating, vomiting, nausea, irritability, anxiety, headache, drying and tingling lips, excessive hunger, and blurred and distorted vision. What condition does this match?",Hypoglycemia
